1.553149572086517693e+01,4.469780799177703656e+00,3.770264785252449791e+00,7.450194625631638701e-01,2.098101264564479429e+00,1.049685159662357563e+02
9.112552956194207354e+01,3.901367023927442723e+00,2.815804598487301913e+00,2.839557507696512939e+00,8.254342313368084660e+00,9.400014409621292089e+01
1.723298068161359353e+01,4.785558713830616817e+00,5.540032506360557107e+00,3.151814284023112034e+00,6.761580857077454709e+00,6.101705113324690899e+01
3.015830694486818331e+01,4.880706912246594698e+00,6.069440547183092782e+00,3.126611661967205080e+00,1.971922664677945303e+00,1.409230455121435739e+02
8.640441931579333357e+01,3.391362016308538951e+00,2.448602781890456548e+00,1.572831047104442881e+00,5.161450311228722221e+00,1.226136175648287292e+02
6.189169313186916810e+01,5.714468185395448430e+00,3.000374690396764965e+00,1.897369249310730588e+00,4.534396863725906890e+00,5.432097327819344912e+01
1.308677351630985974e+01,5.838866817931542386e+00,1.770565556396965556e+00,8.053773089667497498e-01,6.241087596444732988e+00,8.719879690379104886e+01
9.165763920136404863e+01,5.068553377105098789e+00,5.271475353192346169e+00,6.898511431343714584e-01,1.233546266302203431e+00,1.006894261965651935e+02
4.306530383638563819e+01,3.965354342529014975e+00,4.548086789193394708e+00,1.731946705558422561e+00,9.145087981599683502e+00,7.550244600332334244e+01
7.161268512176594925e+01,5.395196745901203350e+00,2.596385641235754438e+00,1.847990236538742614e+00,8.013659315247670278e+00,8.729015784730862038e+01
8.705654138326832481e+01,4.755885992979125731e+00,3.216639983345130016e+00,7.603870940895380848e-01,1.325491560884175302e+00,5.308345365397805438e+01
3.629034016817315944e+01,3.555072931968184413e+00,7.948539120253932111e-02,1.786848826214327168e+00,8.912333230112444937e+00,9.324458072034698830e+01
5.992166487098689487e+01,4.800745724676021453e+00,3.279571829491179979e+00,2.704680129320606863e+00,9.642262155749557806e+00,6.854980973902250696e+01
3.748154234740245982e+01,6.584421072134022168e+00,3.110802156597390233e+00,2.021939157657438368e+00,2.636093662327612108e+00,1.178310404259319171e+02
6.120162223707971094e+01,4.162449789758742469e+00,5.129751827174319878e+00,9.139852545796479655e-01,2.047528172582806505e+00,1.170732671181650204e+02
5.687648089508479643e+01,4.279784097101932083e+00,3.944103812793108510e+00,1.217391866061562578e+00,8.593588773513255674e+00,1.336776740547152826e+02
2.416446863576055648e+01,4.382604990566061787e+00,2.260187250133665504e+00,1.069410015147355786e+00,5.473023541589837393e+00,1.094922234706805568e+02
7.298906209069623507e+00,5.488126644932417975e+00,5.304106090574460808e+00,1.181887215853310913e+00,9.633454609272879665e+00,8.023605913733264572e+01
6.920573837154813646e+01,6.874755585242601441e+00,1.997005854903205480e+00,7.383639092384003400e-01,2.909567577045166775e+00,1.252339322530125401e+02
2.863365847834695188e+01,6.603914571837303349e+00,7.579807980522991429e+00,3.105485137080059133e+00,3.625107188359260046e+00,1.407312940488015727e+02
2.976679870507252446e+01,6.080463998005350312e+00,2.550610413844727198e+00,9.546430073463241239e-01,9.992041870381164870e+00,1.277674631451897937e+02
1.714745661565869028e+01,6.380345036533699776e+00,2.832803859414063652e+00,1.537796761239041965e+00,9.686159923576550312e+00,1.050782628303187352e+02
2.444152512315857706e+01,4.568077834383075242e+00,9.445665963084451389e-02,1.332406198701840294e+00,3.331038781600653476e+00,1.330698914306872780e+02
4.043682824425691535e+01,3.696003517814112627e+00,3.254698278578931347e+00,1.348149842972439894e+00,3.362284516487924702e+00,5.519575493153199375e+01
9.893435856910987525e+01,3.383342289713352713e+00,1.827012555602990806e+00,2.205055255302710293e+00,6.087852061964317940e+00,1.222235143054125501e+02
3.039278414989101762e+01,3.772374683535626883e+00,4.181150117424683010e+00,2.092534610564374731e+00,9.045386040298847519e+00,1.478380395997721735e+02
6.393410964869418223e+01,6.641140869970318050e+00,8.542165785601584460e+00,1.784331912645302776e+00,2.824550584247266460e+00,7.970324710949762448e+01
8.134196939978588148e+01,6.838312801302597776e+00,6.097932289528746885e+00,2.815820428382816321e+00,7.444119257319789185e+00,9.424577946209467427e+01
1.375808626872010620e+01,5.060750248015914998e+00,4.691044946601261145e+00,2.672824391867475669e+00,4.709696972078754484e+00,8.531619129498855614e+01
2.465519168240182246e+00,4.214034858841682052e+00,2.683833003842182485e+00,1.713279397723886488e+00,5.003526979993973889e+00,9.191239955375533555e+01
5.996508952869901066e+01,3.947842261008357223e+00,3.060292324747686976e+00,2.118403486246817735e+00,8.474922230703967330e+00,1.304794779515773939e+02
2.311577551096360850e+01,4.222630792683609080e+00,1.267964103435629930e+00,8.119611805272231031e-01,8.827712076613092762e+00,8.553955576412927542e+01
9.128350624279505610e+01,6.522221549393963258e+00,4.971232812943361168e+00,2.913908967696860142e+00,2.874140511945327603e+00,7.272215917335556412e+01
9.762065257606427338e+01,4.110866417610783863e+00,4.216238914637627566e+00,2.115980826705774032e+00,4.654522229798795152e+00,8.647782408599368864e+01
2.076858682690489744e+01,4.364502711922161993e+00,1.395707990271851440e+00,2.695896811765490231e+00,6.143983965585033680e+00,1.112626581487934061e+02
9.433917640688868289e+01,6.221818503414564105e+00,6.925946684770724282e+00,2.530492776981208003e+00,3.814429927962476707e+00,1.180876601120984759e+02
1.915014036490957139e+01,3.599658328189295542e+00,1.629205751669988267e+00,2.325014754594699973e+00,5.905194882842008219e+00,5.419681018295300134e+01
9.559910700576375575e+01,5.247313975345972992e+00,3.389350590408201302e+00,1.817527883729293192e+00,9.743327441756251872e+00,1.461308955938638974e+02
6.758174947546335432e+01,5.615655222171300309e+00,4.112024422360058828e-01,1.303441286516136222e+00,8.994928590035449645e+00,5.797654877753422653e+01
9.980658547855674101e+01,6.816107462537700279e+00,5.506317800129367335e+00,2.494546700488858626e+00,3.910588440572763780e+00,1.080452809593782604e+02
4.356961804004012606e+01,5.252022145299304334e+00,5.617618613428471797e+00,3.063698694882175388e+00,8.847970245178466087e+00,1.326305957476193953e+02
6.153534323903282655e+01,6.207043876286875594e+00,8.517371845269671837e+00,2.093576772715151080e+00,4.893472841043477572e+00,5.453615104210651054e+01
4.620254346212740870e+01,5.015573270518483007e+00,1.529283208342699707e+00,1.796083715544104287e+00,3.131851080446443447e+00,1.314947480006356102e+02
4.045228856826343389e+01,3.224217360243800456e+00,4.420981938770858655e+00,2.103566565095876140e+00,1.177629997743273815e+00,1.303257038597879784e+02
7.260395412784961877e+01,5.914814183517156820e+00,1.666343589532769620e+00,1.230020462431325567e+00,8.262134804309258840e+00,1.000463378019904326e+02
8.033118583646547961e+00,5.379713592316639037e+00,2.821020733339361986e+00,1.070659992588863574e+00,3.697327733172986353e+00,1.408650509146463889e+02
6.449454353469585044e+01,6.389583561829734748e+00,6.546079588827190321e+00,8.519600890725549380e-01,7.671470257505319523e+00,1.458453744750875103e+02
7.129435786131763209e+00,4.945756927958636417e+00,2.624193955362029151e-01,2.444941686925115931e+00,5.248500703720380578e+00,5.849864531495266107e+01
5.445048385608679808e+01,6.729522729166310668e+00,4.193271620694110080e-01,1.349345445946799948e+00,6.198509838054024002e+00,1.118107050533407829e+02
7.777047166655050603e+01,4.408358894494734059e+00,5.340380206677458608e-01,1.585035544816465247e+00,2.655128756070819662e+00,8.745694444441771509e+01
5.726953613835406287e+01,4.760557307383591841e+00,8.042876162213453695e-01,3.127964895261681644e+00,5.464814364399062541e+00,5.528856567025282231e+01
5.765896864753148066e+01,5.077778776892226453e+00,4.260172337441237467e+00,1.767564470441344682e+00,3.421382969213721204e+00,8.321130518524337560e+01
2.617418539584758364e+01,5.776280742250391675e+00,6.029329878571608958e+00,2.557604014763613876e+00,1.602317605932299882e+00,1.474415103024937252e+02
2.958347170738890597e+01,3.715091133812816970e+00,2.483617904065837934e+00,7.965812581684983407e-01,9.500774825537318335e+00,1.281327086419776151e+02
9.107834586023713541e+01,6.639833714892676042e+00,9.258913001798033116e-02,7.321518462396514604e-01,6.588626991226096408e+00,8.760998967006914029e+01
1.667068107517198028e+00,5.824679975951658761e+00,4.637553664684676669e+00,2.260506152642459021e+00,1.084961725442492586e+00,7.643094861910437032e+01
8.171458967163168552e+01,5.952878849803199479e+00,5.731984137218038455e+00,8.186132052724478525e-01,7.916947020681092795e+00,1.428491838465008641e+02
8.563994546284642695e+01,5.397181266692902213e+00,6.964832577963314009e+00,9.271829118115206825e-01,8.835454797158854845e+00,1.040969296103663453e+02
6.661025262029458816e+01,3.392250828091254444e+00,4.106574344644725372e+00,8.232111881113441942e-01,8.638738833995159183e+00,1.183783369554275140e+02
2.573060417652640552e+01,4.778558654054248400e+00,2.445884318675890956e+00,9.090022015495937691e-01,2.686248685106553680e+00,1.232323995585491900e+02
7.898348379253508966e+00,6.940805557078913779e+00,8.802845981728120606e+00,1.052331192828728446e+00,9.530032854864233016e+00,1.361685154399694682e+02
6.870455177670655189e+01,4.759580422210680339e+00,4.992210153647410387e+00,2.082502809817503575e+00,1.780741372566065905e+00,1.091389052774819817e+02
9.933439265523581696e+01,4.844166081779751387e+00,5.305222609965380975e+00,2.635202135141230695e+00,1.669998010892590701e+00,9.882744030877749708e+01
7.561287247239090448e+01,6.656035881455041547e+00,1.049808597597595927e+00,6.377080930486952459e-01,1.989844176936217846e+00,9.929548524318077796e+01
