1.436114893335383513e+01,5.097766293471048371e+00,6.415409632205014923e+00,9.739428005719852344e-01,1.881076280504184517e+00,2.709037016291745203e+01
2.490739753544827462e+00,3.758726311298530298e+00,4.400020899546345454e+00,2.155898006308317516e+00,8.434110833232635329e+00,1.486986472351834152e+02
9.625998457944943709e+01,4.566257242931875737e+00,4.047573096229544198e+00,7.342343169889977705e-01,8.170084106787113498e+00,1.462100654924843752e+02
3.895520237175362155e+01,5.647680087516857128e+00,4.033139271983612772e+00,3.131094628954163905e+00,3.737587804308644568e+00,1.066109169881405094e+01
7.584551572862392277e+01,6.268235261474787379e+00,2.953938378428079048e+00,1.573338546271518146e+00,7.235567927651049835e+00,1.125459996590015948e+02
2.260088857067701085e+01,5.414975729190627085e+00,4.631697396026439151e+00,2.287119169351480963e+00,8.656139442641842763e+00,1.786939316019395463e+01
9.505274997289998851e+01,3.847759118524991528e+00,2.807154857317463836e+00,1.120809724928406581e+00,9.066348111550018629e+00,1.376768968494824890e+02
8.830994786533041463e+01,5.681421580107509861e+00,7.492425624310380172e+00,5.797058483980570553e-01,6.419408628579888365e+00,4.399969271211734423e+01
1.223996659208851945e+01,3.674072104455718080e+00,1.185715761889797548e+00,1.373508904748525827e+00,5.242264493379313883e+00,5.505719221099760574e+01
1.141588334613300582e+01,6.190634771862590924e+00,5.115582009925419449e+00,1.721315153361066885e+00,2.791117050349707362e+00,1.422953402047511702e+02
1.996006053106592759e+01,5.857872730518893789e+00,3.058482963403216015e+00,1.056066909940237109e+00,4.778781844049864169e+00,7.231401419626060090e+01
4.618535656651369692e+01,5.472976946422299704e+00,6.575310955886129349e+00,9.868482465924753866e-01,8.516193505565185617e+00,9.185954899723924427e+01
5.918921424158373412e+01,4.728553223132911043e+00,4.538389468753126543e+00,2.249733869947207587e+00,1.702025703560939851e+00,8.687615452632348934e+01
2.146923088017627990e+01,4.668984542322221820e+00,4.200319156108795582e+00,2.550420702879276913e+00,3.108104735199444857e+00,1.238761975950760217e+02
5.592492995144615975e+01,3.507638620938521523e+00,1.278344210255568436e+00,1.887959054621951793e+00,4.062209014543243235e+00,1.441918253014627851e+02
7.387592776599267097e+01,5.554383377787646126e+00,5.264661117576372895e+00,8.676061867731432731e-01,9.828259207593887936e+00,7.041949835176825445e+01
5.361518424654793336e+01,6.791163322766895938e+00,6.358954622365281750e+00,1.843930313846349200e+00,6.988985702887210216e+00,1.416139569068647930e+01
1.091233338256271956e+01,6.066035025530545965e+00,2.569861195600476211e+00,2.314306203495079650e+00,4.682780471557305368e+00,1.261009681989781086e+02
6.181976238518443267e+01,5.054408762712329306e+00,6.390077306272708313e+00,3.157267311797717024e+00,5.118783894188053907e+00,1.172228092035619511e+02
6.837597933742719647e+01,4.027177547302751570e+00,1.914270927302990088e+00,1.399772682736584395e+00,3.294220998716904880e+00,1.394719309475754301e+02
7.464065652722437960e+01,4.107459111682923769e+00,2.985739042913772234e+00,3.195702033937134257e+00,6.841711473406806299e+00,8.514018845942092639e+01
4.227916474603270558e+01,4.280325871445560537e+00,2.771707085683718041e+00,1.359661732206115525e+00,8.835107686712056818e+00,4.802248030374407506e+01
5.063970322488671627e+01,6.568652754890243806e+00,5.421284937794794700e+00,2.713839116348966130e+00,5.676694474807840507e+00,1.106994171201327219e+02
8.360974735871663199e+01,6.143611539515163145e+00,8.478601050133161010e+00,1.587532136044657927e+00,7.930206620303142273e+00,9.943531173809822121e+01
